"Age";"Sex";"Cabin";"Life Boat";"Passenger Class";"Port of Embarkation";"PassengerID";"No of Siblings or Spouses on Board";"No of Parents or Children on Board";"Passenger Fare";"Survived"
"range3 [1.763 - 2.562]";"M";"unknown";"0";"Third";"Southampton";1106;4;1;39.6875;"No"
"range20 [15.335 - 16.133]";"M";"unknown";"0";"Third";"Southampton";1107;4;1;39.6875;"No"
"range18 [13.738 - 14.537]";"M";"unknown";"0";"Third";"Southampton";1108;4;1;39.6875;"No"
"range27 [20.923 - 21.722]";"M";"unknown";"0";"Third";"Southampton";1110;0;0;8.6625;"No"
"range24 [18.528 - 19.327]";"M";"unknown";"0";"Third";"Southampton";1111;0;0;14.5;"No"
"range40 [31.302 - 32.100]";"M";"unknown";"0";"Third";"Southampton";1113;0;0;7.8958;"No"
"range1 [-? - 0.965]";"M";"unknown";"0";"Third";"Southampton";1114;1;1;13.775;"No"
"range27 [20.923 - 21.722]";"M";"unknown";"0";"Third";"Southampton";1120;0;0;7.925;"No"
"range32 [24.915 - 25.713]";"M";"unknown";"0";"Third";"Southampton";1121;0;0;7.925;"No"
"range28 [21.722 - 22.520]";"M";"unknown";"0";"Third";"Southampton";1122;0;0;7.25;"No"
"range30 [23.318 - 24.117]";"M";"unknown";"0";"Third";"Southampton";1128;0;0;8.05;"No"
"range24 [18.528 - 19.327]";"M";"unknown";"0";"Third";"Southampton";1130;0;0;7.8958;"No"
"range32 [24.915 - 25.713]";"M";"unknown";"0";"Third";"Southampton";1132;1;0;7.775;"No"
"range22 [16.932 - 17.730]";"M";"unknown";"0";"Third";"Southampton";1136;0;0;8.6625;"No"
"range30 [23.318 - 24.117]";"M";"unknown";"0";"Third";"Southampton";1137;0;0;8.6625;"No"
"range48 [37.688 - 38.487]";"M";"unknown";"0";"Third";"Southampton";1142;0;0;7.8958;"No"
"range27 [20.923 - 21.722]";"M";"unknown";"0";"Third";"Southampton";1143;0;0;8.05;"No"
"range13 [9.747 - 10.545]";"M";"unknown";"0";"Third";"Queenstown";1144;4;1;29.125;"No"
"range5 [3.360 - 4.158]";"M";"unknown";"0";"Third";"Queenstown";1145;4;1;29.125;"No"
"range9 [6.553 - 7.352]";"M";"unknown";"0";"Third";"Queenstown";1146;4;1;29.125;"No"
"range3 [1.763 - 2.562]";"M";"unknown";"0";"Third";"Queenstown";1147;4;1;29.125;"No"
"range10 [7.352 - 8.150]";"M";"unknown";"0";"Third";"Queenstown";1148;4;1;29.125;"No"
"range44 [34.495 - 35.293]";"M";"unknown";"0";"Third";"Southampton";1151;0;0;7.125;"No"
"range63 [49.663 - 50.462]";"M";"unknown";"0";"Third";"Southampton";1155;1;0;14.5;"No"
"range23 [17.730 - 18.528]";"M";"unknown";"0";"Third";"Southampton";1160;1;1;20.2125;"No"
"range63 [49.663 - 50.462]";"M";"unknown";"0";"Third";"Southampton";1163;0;0;8.05;"No"
"range20 [15.335 - 16.133]";"M";"unknown";"0";"Third";"Southampton";1164;0;0;8.05;"No"
"range32 [24.915 - 25.713]";"M";"unknown";"0";"Third";"Cherbourg";1168;0;0;7.225;"No"
"range49 [38.487 - 39.285]";"M";"unknown";"0";"Third";"Southampton";1172;0;0;7.25;"No"
"range18 [13.738 - 14.537]";"M";"unknown";"0";"Third";"Southampton";1174;8;2;69.55;"No"
"range30 [23.318 - 24.117]";"M";"unknown";"0";"Third";"Southampton";1184;0;0;9.325;"No"
"range49 [38.487 - 39.285]";"M";"unknown";"0";"Third";"Southampton";1186;0;0;7.925;"No"
"range25 [19.327 - 20.125]";"M";"unknown";"0";"Third";"Southampton";1194;0;0;8.05;"No"
"range31 [24.117 - 24.915]";"M";"unknown";"0";"Third";"Southampton";1195;0;0;8.05;"No"
"range28 [21.722 - 22.520]";"M";"unknown";"0";"Third";"Cherbourg";1204;0;0;7.2292;"No"
"range50 [39.285 - 40.083]";"M";"unknown";"0";"Third";"Southampton";1206;0;0;7.8958;"No"
"range27 [20.923 - 21.722]";"M";"unknown";"0";"Third";"Southampton";1207;0;0;7.925;"No"
"range5 [3.360 - 4.158]";"M";"unknown";"0";"Third";"Southampton";1209;3;2;27.9;"No"
"range13 [9.747 - 10.545]";"M";"unknown";"0";"Third";"Southampton";1210;3;2;27.9;"No"
"range50 [39.285 - 40.083]";"M";"unknown";"0";"Third";"Southampton";1213;1;4;27.9;"No"
"range24 [18.528 - 19.327]";"M";"F G73";"0";"Third";"Southampton";1220;0;0;7.65;"No"
"range38 [29.705 - 30.503]";"M";"unknown";"0";"Third";"Southampton";1221;0;0;8.05;"No"
"range40 [31.302 - 32.100]";"M";"unknown";"0";"Third";"Southampton";1223;0;0;8.05;"No"
"range42 [32.898 - 33.697]";"M";"unknown";"0";"Third";"Cherbourg";1225;0;0;8.6625;"No"
"range27 [20.923 - 21.722]";"M";"unknown";"0";"Third";"Southampton";1227;0;0;8.05;"No"
"range76 [60.042 - 60.840]";"M";"unknown";"0";"Third";"Southampton";1228;0;0;;"No"
"range24 [18.528 - 19.327]";"M";"unknown";"0";"Third";"Southampton";1229;0;0;7.8958;"No"
"range34 [26.512 - 27.310]";"M";"unknown";"0";"Third";"Southampton";1232;0;0;8.6625;"No"
"range32 [24.915 - 25.713]";"M";"unknown";"0";"Third";"Southampton";1237;0;0;7.05;"No"
"range93 [73.613 - 74.412]";"M";"unknown";"0";"Third";"Southampton";1238;0;0;7.775;"No"
"range30 [23.318 - 24.117]";"M";"unknown";"0";"Third";"Southampton";1240;0;0;7.7958;"No"
"range43 [33.697 - 34.495]";"M";"unknown";"0";"Third";"Southampton";1242;0;0;8.05;"No"
"range40 [31.302 - 32.100]";"M";"unknown";"0";"Third";"Southampton";1251;0;0;7.925;"No"
"range38 [29.705 - 30.503]";"M";"unknown";"0";"Third";"Southampton";1254;0;0;8.05;"No"
"range55 [43.277 - 44.075]";"M";"unknown";"0";"Third";"Southampton";1255;0;0;8.05;"No"
"range45 [35.293 - 36.092]";"M";"unknown";"0";"Third";"Southampton";1262;0;0;7.8958;"No"
"range15 [11.343 - 12.142]";"M";"unknown";"0";"Third";"Southampton";1266;1;1;14.5;"No"
"range51 [40.083 - 40.882]";"M";"unknown";"0";"Third";"Southampton";1267;0;2;14.5;"No"
"range45 [35.293 - 36.092]";"M";"unknown";"0";"Third";"Southampton";1269;1;1;24.15;"No"
"range42 [32.898 - 33.697]";"M";"unknown";"0";"Third";"Southampton";1272;0;0;9.5;"No"
"range35 [27.310 - 28.108]";"M";"unknown";"0";"Third";"Southampton";1273;0;0;9.5;"No"
"range35 [27.310 - 28.108]";"M";"unknown";"0";"Third";"Southampton";1274;0;0;9.5;"No"
"range59 [46.470 - 47.268]";"M";"unknown";"0";"Third";"Southampton";1275;0;0;9.0;"No"
"range39 [30.503 - 31.302]";"M";"unknown";"0";"Third";"Southampton";1277;3;0;18.0;"No"
"range20 [15.335 - 16.133]";"M";"unknown";"0";"Third";"Southampton";1278;2;0;18.0;"No"
"range25 [19.327 - 20.125]";"M";"unknown";"0";"Third";"Southampton";1281;0;0;7.8542;"No"
"range28 [21.722 - 22.520]";"M";"unknown";"0";"Third";"Southampton";1283;0;0;7.8958;"No"
"range28 [21.722 - 22.520]";"M";"unknown";"0";"Third";"Southampton";1284;0;0;9.0;"No"
"range41 [32.100 - 32.898]";"M";"unknown";"0";"Third";"Southampton";1288;0;0;9.5;"No"
"range64 [50.462 - 51.260]";"M";"unknown";"0";"Third";"Southampton";1290;0;0;7.75;"No"
"range23 [17.730 - 18.528]";"M";"unknown";"0";"Third";"Southampton";1291;1;0;6.4958;"No"
"range27 [20.923 - 21.722]";"M";"unknown";"0";"Third";"Southampton";1292;1;0;6.4958;"No"
"range36 [28.108 - 28.907]";"M";"unknown";"0";"Third";"Southampton";1297;0;0;16.1;"No"
"range27 [20.923 - 21.722]";"M";"unknown";"0";"Third";"Southampton";1298;0;0;7.25;"No"
"range34 [26.512 - 27.310]";"M";"unknown";"0";"Third";"Southampton";1299;0;0;8.6625;"No"
"range45 [35.293 - 36.092]";"M";"unknown";"0";"Third";"Southampton";1301;0;0;9.5;"No"
"range34 [26.512 - 27.310]";"M";"unknown";"0";"Third";"Cherbourg";1302;1;0;14.4542;"No"
"range57 [44.873 - 45.672]";"M";"unknown";"0";"Third";"Cherbourg";1304;0;0;7.225;"No"
"range33 [25.713 - 26.512]";"M";"unknown";"0";"Third";"Cherbourg";1309;0;0;7.225;"No"
"range34 [26.512 - 27.310]";"M";"unknown";"0";"Third";"Cherbourg";1310;0;0;7.225;"No"
"range37 [28.907 - 29.705]";"M";"unknown";"0";"Third";"Southampton";1311;0;0;7.875;"No"
"range37 [28.907 - 29.705]";"F";"B5";"2";"First";"Southampton";2;0;0;211.3375;"Yes"
"range79 [62.437 - 63.235]";"F";"D7";"10";"First";"Southampton";8;1;0;77.9583;"Yes"
"range67 [52.857 - 53.655]";"F";"C101";"0";"First";"Southampton";10;2;0;51.4792;"Yes"
"range23 [17.730 - 18.528]";"F";"C62 C64";"4";"First";"Cherbourg";13;1;0;227.525;"Yes"
"range30 [23.318 - 24.117]";"F";"B35";"9";"First";"Cherbourg";14;0;0;69.3;"Yes"
"range33 [25.713 - 26.512]";"F";"unknown";"6";"First";"Southampton";15;0;0;78.85;"Yes"
"range63 [49.663 - 50.462]";"F";"B58 B60";"6";"First";"Cherbourg";19;0;1;247.5208;"Yes"
"range40 [31.302 - 32.100]";"F";"D15";"8";"First";"Cherbourg";20;0;0;76.2917;"Yes"
"range59 [46.470 - 47.268]";"F";"D35";"5";"First";"Southampton";23;1;1;52.5542;"Yes"
"range53 [41.680 - 42.478]";"F";"unknown";"4";"First";"Cherbourg";25;0;0;227.525;"Yes"
"range37 [28.907 - 29.705]";"F";"C97";"8";"First";"Southampton";26;0;0;221.7792;"Yes"
"range24 [18.528 - 19.327]";"F";"B49";"7";"First";"Cherbourg";29;1;0;91.0792;"Yes"
"range44 [34.495 - 35.293]";"F";"C99";"8";"First";"Southampton";30;0;0;135.6333;"Yes"
"range38 [29.705 - 30.503]";"F";"C7";"8";"First";"Southampton";34;0;0;164.8667;"Yes"
"range73 [57.647 - 58.445]";"F";"C103";"8";"First";"Southampton";35;0;0;26.55;"Yes"
"range57 [44.873 - 45.672]";"F";"unknown";"4";"First";"Cherbourg";37;0;0;262.375;"Yes"
"range28 [21.722 - 22.520]";"F";"E33";"6";"First";"Southampton";38;0;1;55.0;"Yes"
"range55 [43.277 - 44.075]";"F";"B4";"6";"First";"Cherbourg";43;0;0;27.7208;"Yes"
"range74 [58.445 - 59.243]";"F";"C101";"0";"First";"Southampton";44;2;0;51.4792;"Yes"
"range75 [59.243 - 60.042]";"F";"D15";"8";"First";"Cherbourg";45;0;0;76.2917;"Yes"
"range52 [40.882 - 41.680]";"F";"E40";"3";"First";"Cherbourg";46;0;0;134.5;"Yes"
"range67 [52.857 - 53.655]";"F";"unknown";"6";"First";"Cherbourg";50;0;0;27.4458;"Yes"
"range73 [57.647 - 58.445]";"F";"B51 B53 B55";"3";"First";"Cherbourg";52;0;1;512.3292;"Yes"
"range18 [13.738 - 14.537]";"F";"B96 B98";"4";"First";"Southampton";57;1;2;120.0;"Yes"
"range45 [35.293 - 36.092]";"F";"B96 B98";"4";"First";"Southampton";59;1;2;120.0;"Yes"
"range95 [75.210 - 76.008]";"F";"C46";"6";"First";"Southampton";63;1;0;78.85;"Yes"
"range59 [46.470 - 47.268]";"F";"E31";"4";"First";"Southampton";65;1;0;61.175;"Yes"
"range42 [32.898 - 33.697]";"F";"E8";"5";"First";"Southampton";67;1;0;53.1;"Yes"
"range45 [35.293 - 36.092]";"F";"B61";"4";"First";"Cherbourg";68;0;0;262.375;"Yes"
"range38 [29.705 - 30.503]";"F";"B77";"8";"First";"Southampton";69;0;0;86.5;"Yes"
"range33 [25.713 - 26.512]";"F";"C89";"4";"First";"Cherbourg";74;1;0;136.7792;"Yes"
"range28 [21.722 - 22.520]";"F";"unknown";"11";"First";"Southampton";75;0;0;151.55;"Yes"
"range49 [38.487 - 39.285]";"F";"E49";"14";"First";"Cherbourg";78;1;1;83.1583;"Yes"
"range80 [63.235 - 64.033]";"F";"E45";"14";"First";"Cherbourg";80;0;2;83.1583;"Yes"
"range69 [54.453 - 55.252]";"F";"C101";"2";"First";"Southampton";81;2;0;25.7;"Yes"
"range45 [35.293 - 36.092]";"F";"B22";"7";"First";"Southampton";84;0;2;71.0;"Yes"
"range80 [63.235 - 64.033]";"F";"B26";"7";"First";"Southampton";85;1;1;26.55;"Yes"
"range48 [37.688 - 38.487]";"F";"C85";"4";"First";"Cherbourg";87;1;0;71.2833;"Yes"
"range42 [32.898 - 33.697]";"F";"unknown";"8";"First";"Southampton";90;0;0;151.55;"Yes"
"range34 [26.512 - 27.310]";"F";"B71";"3";"First";"Southampton";92;1;2;52.0;"Yes"
"range22 [16.932 - 17.730]";"F";"B20";"3";"First";"Southampton";94;1;0;57.0;"Yes"
"range68 [53.655 - 54.453]";"F";"A34";"5";"First";"Southampton";97;1;1;81.8583;"Yes"
"range34 [26.512 - 27.310]";"F";"B58 B60";"6";"First";"Cherbourg";99;1;1;247.5208;"Yes"
"range60 [47.268 - 48.067]";"F";"C86";"2";"First";"Cherbourg";100;1;0;106.425;"Yes"
"range60 [47.268 - 48.067]";"F";"A16";"1";"First";"Cherbourg";101;1;0;39.6;"Yes"
"range29 [22.520 - 23.318]";"F";"C54";"7";"First";"Cherbourg";104;0;1;83.1583;"Yes"
"range48 [37.688 - 38.487]";"F";"C45";"4";"First";"Cherbourg";105;0;0;227.525;"Yes"
"range68 [53.655 - 54.453]";"F";"D20";"4";"First";"Cherbourg";106;1;0;78.2667;"Yes"
"range30 [23.318 - 24.117]";"F";"C23 C25 C27";"10";"First";"Southampton";113;3;2;263.0;"Yes"
"range35 [27.310 - 28.108]";"F";"C23 C25 C27";"10";"First";"Southampton";114;3;2;263.0;"Yes"
"range29 [22.520 - 23.318]";"F";"C23 C25 C27";"10";"First";"Southampton";115;3;2;263.0;"Yes"
"range75 [59.243 - 60.042]";"F";"C23 C25 C27";"10";"First";"Southampton";118;1;4;263.0;"Yes"
"range38 [29.705 - 30.503]";"F";"E36";"1";"First";"Cherbourg";119;0;0;56.9292;"Yes"
"range28 [21.722 - 22.520]";"F";"B39";"5";"First";"Cherbourg";124;0;2;49.5;"Yes"
"range60 [47.268 - 48.067]";"F";"B41";"5";"First";"Cherbourg";126;1;1;79.2;"Yes"
"range44 [34.495 - 35.293]";"F";"C123";"0";"First";"Southampton";129;1;0;53.1;"Yes"
"range44 [34.495 - 35.293]";"F";"C130";"4";"First";"Cherbourg";131;0;0;211.5;"Yes"
"range28 [21.722 - 22.520]";"F";"unknown";"7";"First";"Cherbourg";132;0;1;59.4;"Yes"
"range57 [44.873 - 45.672]";"F";"unknown";"7";"First";"Cherbourg";133;0;1;59.4;"Yes"
"range24 [18.528 - 19.327]";"F";"B42";"3";"First";"Southampton";139;0;0;30.0;"Yes"
"range73 [57.647 - 58.445]";"F";"C125";"3";"First";"Southampton";141;0;1;153.4625;"Yes"
"range57 [44.873 - 45.672]";"F";"D10 D12";"7";"First";"Cherbourg";143;0;1;63.3583;"Yes"
"range32 [24.915 - 25.713]";"F";"E50";"5";"First";"Cherbourg";146;1;0;55.4417;"Yes"
"range62 [48.865 - 49.663]";"F";"D33";"3";"First";"Cherbourg";148;1;0;76.7292;"Yes"
"range44 [34.495 - 35.293]";"F";"C83";"0";"First";"Southampton";151;1;0;83.475;"Yes"
"range30 [23.318 - 24.117]";"F";"C54";"7";"First";"Cherbourg";155;0;0;83.1583;"Yes"
"range65 [51.260 - 52.058]";"F";"B69";"3";"First";"Southampton";157;1;1;93.5;"Yes"
"range20 [15.335 - 16.133]";"F";"B18";"4";"First";"Cherbourg";161;0;1;57.9792;"Yes"
"range55 [43.277 - 44.075]";"F";"B18";"4";"First";"Cherbourg";162;0;1;57.9792;"Yes"
"range64 [50.462 - 51.260]";"F";"D11";"10";"First";"Southampton";163;1;0;77.9583;"Yes"
"range44 [34.495 - 35.293]";"F";"unknown";"8";"First";"Southampton";165;1;0;52.0;"Yes"
"range44 [34.495 - 35.293]";"F";"C93";"0";"First";"Southampton";169;1;0;90.0;"Yes"
"range48 [37.688 - 38.487]";"F";"B28";"6";"First";;170;0;0;80.0;"Yes"
"range57 [44.873 - 45.672]";"F";"D19";"5";"First";"Southampton";180;1;0;52.5542;"Yes"
"range49 [38.487 - 39.285]";"F";"unknown";"2";"First";"Southampton";182;0;0;211.3375;"Yes"
"range62 [48.865 - 49.663]";"F";"D17";"8";"First";"Southampton";183;0;0;25.9292;"Yes"
"range38 [29.705 - 30.503]";"F";"unknown";"2";"First";"Cherbourg";184;0;0;106.425;"Yes"
"range69 [54.453 - 55.252]";"F";"unknown";"6";"First";"Cherbourg";188;0;0;27.7208;"Yes"
"range20 [15.335 - 16.133]";"F";"D28";"9";"First";"Southampton";189;0;1;39.4;"Yes"
"range64 [50.462 - 51.260]";"F";"D28";"9";"First";"Southampton";190;0;1;39.4;"Yes"
"range27 [20.923 - 21.722]";"F";"D9";"10";"First";"Southampton";192;0;0;77.9583;"Yes"
"range73 [57.647 - 58.445]";"F";"B80";"0";"First";"Cherbourg";194;0;0;146.5208;"Yes"
"range19 [14.537 - 15.335]";"F";"B5";"2";"First";"Southampton";195;0;1;211.3375;"Yes"
"range20 [15.335 - 16.133]";"F";"B79";"8";"First";"Southampton";197;0;0;86.5;"Yes"
"range23 [17.730 - 18.528]";"F";"D30";"10";"First";"Southampton";200;1;0;53.1;"Yes"
"range30 [23.318 - 24.117]";"F";"C90";"6";"First";"Cherbourg";201;0;0;49.5042;"Yes"
"range42 [32.898 - 33.697]";"F";"C78";"14";"First";"Queenstown";209;1;0;90.0;"Yes"
"range47 [36.890 - 37.688]";"F";"C78";"14";"First";"Queenstown";210;1;0;90.0;"Yes"
"range39 [30.503 - 31.302]";"F";"D36";"6";"First";"Cherbourg";215;1;0;113.275;"Yes"
"range29 [22.520 - 23.318]";"F";"D36";"6";"First";"Cherbourg";216;1;0;113.275;"Yes"
"range24 [18.528 - 19.327]";"F";"D47";"5";"First";"Southampton";218;0;2;26.2833;"Yes"
"range49 [38.487 - 39.285]";"F";"C105";"8";"First";"Cherbourg";220;0;0;108.9;"Yes"
"range28 [21.722 - 22.520]";"F";"B36";"5";"First";"Cherbourg";222;0;1;61.9792;"Yes"
"range28 [21.722 - 22.520]";"F";"C2";"8";"First";"Southampton";229;1;0;66.6;"Yes"
"range22 [16.932 - 17.730]";"F";"C65";"8";"First";"Cherbourg";231;1;0;108.9;"Yes"
"range38 [29.705 - 30.503]";"F";"B73";"3";"First";"Southampton";232;0;0;93.5;"Yes"
"range70 [55.252 - 56.050]";"F";"C50";"7";"First";"Cherbourg";235;0;1;83.1583;"Yes"
"range54 [42.478 - 43.277]";"F";"B3";"2";"First";"Southampton";240;0;1;211.3375;"Yes"
"range42 [32.898 - 33.697]";"F";"A11";"11";"First";"Cherbourg";244;0;0;27.7208;"Yes"
"range42 [32.898 - 33.697]";"F";"B77";"8";"First";"Southampton";247;0;0;86.5;"Yes"
"range68 [53.655 - 54.453]";"F";"unknown";"6";"First";"Cherbourg";249;1;0;59.4;"Yes"
"range23 [17.730 - 18.528]";"F";"B57 B59 B63 B66";"4";"First";"Cherbourg";252;2;2;262.375;"Yes"
"range27 [20.923 - 21.722]";"F";"B57 B59 B63 B66";"4";"First";"Cherbourg";253;2;2;262.375;"Yes"
"range60 [47.268 - 48.067]";"F";"B57 B59 B63 B66";"4";"First";"Cherbourg";255;1;3;262.375;"Yes"
"range30 [23.318 - 24.117]";"F";"B35";"9";"First";"Cherbourg";257;0;0;69.3;"Yes"
"range44 [34.495 - 35.293]";"F";"C28";"11";"First";"Cherbourg";259;1;0;57.75;"Yes"
"range38 [29.705 - 30.503]";"F";"unknown";"4";"First";"Cherbourg";260;0;0;31.0;"Yes"
"range50 [39.285 - 40.083]";"F";"C125";"3";"First";"Southampton";262;0;0;153.4625;"Yes"
"range49 [38.487 - 39.285]";"F";"E44";"11";"First";"Southampton";265;1;0;55.9;"Yes"
"range23 [17.730 - 18.528]";"F";"C31";"6";"First";"Southampton";272;1;0;60.0;"Yes"
"range29 [22.520 - 23.318]";"F";"B45";"7";"First";"Southampton";274;1;0;82.2667;"Yes"
"range50 [39.285 - 40.083]";"F";"E34";"3";"First";"Cherbourg";277;1;1;134.5;"Yes"
"range54 [42.478 - 43.277]";"F";"C116";"5";"First";"Cherbourg";283;1;0;55.4417;"Yes"
"range65 [51.260 - 52.058]";"F";"D20";"4";"First";"Cherbourg";284;1;0;78.2667;"Yes"
"range78 [61.638 - 62.437]";"F";"B28";"6";"First";;286;0;0;80.0;"Yes"
"range60 [47.268 - 48.067]";"F";"D17";"8";"First";"Southampton";290;0;0;25.9292;"Yes"
"range23 [17.730 - 18.528]";"F";"E68";"8";"First";"Southampton";291;0;2;79.65;"Yes"
"range49 [38.487 - 39.285]";"F";"E67";"8";"First";"Southampton";293;1;1;79.65;"Yes"
"range49 [38.487 - 39.285]";"F";"C68";"4";"First";"Cherbourg";298;1;1;110.8833;"Yes"
"range44 [34.495 - 35.293]";"F";"unknown";"3";"First";"Cherbourg";304;0;0;512.3292;"Yes"
"range75 [59.243 - 60.042]";"F";"D37";"5";"First";"Cherbourg";306;1;0;75.25;"Yes"
"range69 [54.453 - 55.252]";"F";"C32";"8";"First";"Cherbourg";310;0;0;135.6333;"Yes"
"range39 [30.503 - 31.302]";"F";"C7";"8";"First";"Southampton";311;0;2;164.8667;"Yes"
"range57 [44.873 - 45.672]";"F";"unknown";"8";"First";"Southampton";313;1;1;164.8667;"Yes"
"range63 [49.663 - 50.462]";"F";"C80";"4";"First";"Cherbourg";316;1;1;211.5;"Yes"
"range27 [20.923 - 21.722]";"F";"unknown";"8 10";"First";"Southampton";317;0;0;26.55;"Yes"
"range39 [30.503 - 31.302]";"F";"E39 E41";"3";"First";"Cherbourg";321;0;0;134.5;"Yes"
"range45 [35.293 - 36.092]";"F";"C32";"8";"First";"Cherbourg";324;0;0;135.6333;"Yes"
"range35 [27.310 - 28.108]";"F";"unknown";"10";"Second";"Cherbourg";326;1;0;24.0;"Yes"
"range45 [35.293 - 36.092]";"F";"unknown";"11";"Second";"Southampton";331;1;0;26.0;"Yes"
"range45 [35.293 - 36.092]";"F";"D";"10";"Second";"Southampton";335;0;0;13.0;"Yes"
"range24 [18.528 - 19.327]";"F";"unknown";"13";"Second";"Southampton";339;1;0;26.0;"Yes"
"range5 [3.360 - 4.158]";"F";"F4";"11";"Second";"Southampton";342;2;1;39.0;"Yes"
"range15 [11.343 - 12.142]";"F";"F4";"13";"Second";"Southampton";343;2;1;39.0;"Yes"
"range45 [35.293 - 36.092]";"F";"F4";"11";"Second";"Southampton";344;0;3;39.0;"Yes"
"range24 [18.528 - 19.327]";"F";"unknown";"12";"Second";"Southampton";346;0;0;13.0;"Yes"
"range30 [23.318 - 24.117]";"F";"F33";"11";"Second";"Southampton";351;0;0;13.0;"Yes"
"range19 [14.537 - 15.335]";"F";"unknown";"14";"Second";"Southampton";352;0;2;39.0;"Yes"
"range50 [39.285 - 40.083]";"F";"unknown";"14";"Second";"Southampton";354;1;1;39.0;"Yes"
"range25 [19.327 - 20.125]";"F";"unknown";"12";"Second";"Southampton";355;1;0;26.0;"Yes"
"range45 [35.293 - 36.092]";"F";"unknown";"9";"Second";"Southampton";357;0;0;13.0;"Yes"
"range53 [41.680 - 42.478]";"F";"unknown";"0";"Second";"Southampton";360;0;0;13.0;"Yes"
"range28 [21.722 - 22.520]";"F";"unknown";"13";"Second";"Southampton";363;1;1;29.0;"Yes"
"range44 [34.495 - 35.293]";"F";"unknown";"14";"Second";"Southampton";364;0;0;21.0;"Yes"
"range32 [24.915 - 25.713]";"F";"unknown";"12";"Second";"Southampton";372;1;1;30.0;"Yes"
"range57 [44.873 - 45.672]";"F";"unknown";"12";"Second";"Southampton";373;0;2;30.0;"Yes"
"range35 [27.310 - 28.108]";"F";"unknown";"14";"Second";"Southampton";375;1;0;26.0;"Yes"
"range10 [7.352 - 8.150]";"F";"unknown";"14";"Second";"Southampton";379;0;2;26.25;"Yes"
"range39 [30.503 - 31.302]";"F";"unknown";"14";"Second";"Southampton";381;1;1;26.25;"Yes"
"range28 [21.722 - 22.520]";"F";"F33";"14";"Second";"Southampton";382;0;0;10.5;"Yes"
"range60 [47.268 - 48.067]";"F";"unknown";"14";"Second";"Southampton";389;0;2;36.75;"Yes"
"range35 [27.310 - 28.108]";"F";"unknown";"13";"Second";"Southampton";390;0;0;13.0;"Yes"
"range30 [23.318 - 24.117]";"F";"unknown";"12";"Second";"Cherbourg";394;1;0;27.7208;"Yes"
"range23 [17.730 - 18.528]";"F";"unknown";"0";"Second";"Southampton";397;0;1;23.0;"Yes"
"range43 [33.697 - 34.495]";"F";"unknown";"0";"Second";"Southampton";398;0;1;23.0;"Yes"
"range43 [33.697 - 34.495]";"F";"unknown";"10";"Second";"Southampton";402;1;1;32.5;"Yes"
"range34 [26.512 - 27.310]";"F";"unknown";"12";"Second";"Cherbourg";403;1;0;13.8583;"Yes"
"range38 [29.705 - 30.503]";"F";"unknown";"12";"Second";"Cherbourg";404;1;0;13.8583;"Yes"
"range37 [28.907 - 29.705]";"F";"unknown";"16";"Second";"Southampton";409;1;0;26.0;"Yes"
"range43 [33.697 - 34.495]";"F";"unknown";"12";"Second";"Southampton";417;0;0;13.0;"Yes"
"range30 [23.318 - 24.117]";"F";"unknown";"4";"Second";"Southampton";430;0;2;14.5;"Yes"
"range8 [5.755 - 6.553]";"F";"unknown";"11";"Second";"Southampton";432;0;1;33.0;"Yes"
"range9 [6.553 - 7.352]";"F";"unknown";"14";"Second";"Southampton";436;0;2;26.25;"Yes"
"range57 [44.873 - 45.672]";"F";"unknown";"14";"Second";"Southampton";438;1;1;26.25;"Yes"
"range30 [23.318 - 24.117]";"F";"unknown";"9";"Second";"Southampton";439;1;2;65.0;"Yes"
"range30 [23.318 - 24.117]";"F";"unknown";"9";"Second";"Southampton";440;1;2;65.0;"Yes"
"range60 [47.268 - 48.067]";"F";"unknown";"9";"Second";"Southampton";442;1;2;65.0;"Yes"
"range69 [54.453 - 55.252]";"F";"unknown";"13";"Second";"Southampton";443;0;0;16.0;"Yes"
"range25 [19.327 - 20.125]";"F";"unknown";"4";"Second";"Southampton";448;2;1;23.0;"Yes"
"range68 [53.655 - 54.453]";"F";"unknown";"4";"Second";"Southampton";451;1;3;23.0;"Yes"
"range37 [28.907 - 29.705]";"F";"unknown";"10";"Second";"Southampton";454;1;0;26.0;"Yes"
"range22 [16.932 - 17.730]";"F";"unknown";"0";"Second";"Southampton";460;0;0;10.5;"Yes"
"range30 [23.318 - 24.117]";"F";"unknown";"12";"Second";"Southampton";462;2;1;27.0;"Yes"
"range29 [22.520 - 23.318]";"F";"D";"11";"Second";"Cherbourg";467;0;0;13.7917;"Yes"
"range30 [23.318 - 24.117]";"F";"unknown";"12";"Second";"Southampton";469;1;0;26.0;"Yes"
"range57 [44.873 - 45.672]";"F";"unknown";"9";"Second";"Southampton";473;0;0;13.5;"Yes"
"range2 [0.965 - 1.763]";"F";"unknown";"14";"Second";"Cherbourg";480;1;2;41.5792;"Yes"
"range4 [2.562 - 3.360]";"F";"unknown";"14";"Second";"Cherbourg";481;1;2;41.5792;"Yes"
"range28 [21.722 - 22.520]";"F";"unknown";"14";"Second";"Cherbourg";483;1;2;41.5792;"Yes"
"range22 [16.932 - 17.730]";"F";"unknown";"12";"Second";"Cherbourg";484;0;0;12.0;"Yes"
"range43 [33.697 - 34.495]";"F";"F33";"14";"Second";"Southampton";486;0;0;10.5;"Yes"
